"날짜","향수"
"2021-02-23",68
"2021-02-24",70
"2021-02-25",58
"2021-02-26",61
"2021-02-27",69
"2021-02-28",76
"2021-03-01",85
"2021-03-02",68
"2021-03-03",55
"2021-03-04",53
"2021-03-05",53
"2021-03-06",68
"2021-03-07",89
"2021-03-08",82
"2021-03-09",76
"2021-03-10",65
"2021-03-11",59
"2021-03-12",58
"2021-03-13",60
"2021-03-14",85
"2021-03-15",74
"2021-03-16",62
"2021-03-17",64
"2021-03-18",54
"2021-03-19",57
"2021-03-20",57
"2021-03-21",71
"2021-03-22",58
"2021-03-23",51
"2021-03-24",68
"2021-03-25",68
"2021-03-26",49
"2021-03-27",66
"2021-03-28",73
"2021-03-29",62
"2021-03-30",52
"2021-03-31",56
"2021-04-01",63
"2021-04-02",48
"2021-04-03",68
"2021-04-04",80
"2021-04-05",62
"2021-04-06",70
"2021-04-07",74
"2021-04-08",66
"2021-04-09",66
"2021-04-10",63
"2021-04-11",74
"2021-04-12",70
"2021-04-13",64
"2021-04-14",63
"2021-04-15",73
"2021-04-16",58
"2021-04-17",59
"2021-04-18",65
"2021-04-19",56
"2021-04-20",57
"2021-04-21",67
"2021-04-22",63
"2021-04-23",55
"2021-04-24",61
"2021-04-25",65
"2021-04-26",51
"2021-04-27",66
"2021-04-28",62
"2021-04-29",57
"2021-04-30",53
"2021-05-01",65
"2021-05-02",82
"2021-05-03",76
"2021-05-04",83
"2021-05-05",74
"2021-05-06",83
"2021-05-07",62
"2021-05-08",65
"2021-05-09",68
"2021-05-10",71
"2021-05-11",84
"2021-05-12",77
"2021-05-13",64
"2021-05-14",67
"2021-05-15",70
"2021-05-16",89
"2021-05-17",98
"2021-05-18",77
"2021-05-19",73
"2021-05-20",66
"2021-05-21",61
"2021-05-22",60
"2021-05-23",66
"2021-05-24",69
"2021-05-25",64
"2021-05-26",57
"2021-05-27",52
"2021-05-28",58
"2021-05-29",62
"2021-05-30",64
"2021-05-31",66
"2021-06-01",75
"2021-06-02",67
"2021-06-03",76
"2021-06-04",59
"2021-06-05",54
"2021-06-06",72
"2021-06-07",72
"2021-06-08",65
"2021-06-09",61
"2021-06-10",61
"2021-06-11",58
"2021-06-12",55
"2021-06-13",70
"2021-06-14",65
"2021-06-15",61
"2021-06-16",63
"2021-06-17",64
"2021-06-18",58
"2021-06-19",66
"2021-06-20",72
"2021-06-21",68
"2021-06-22",65
"2021-06-23",59
"2021-06-24",55
"2021-06-25",82
"2021-06-26",60
"2021-06-27",71
"2021-06-28",61
"2021-06-29",63
"2021-06-30",55
"2021-07-01",69
"2021-07-02",61
"2021-07-03",59
"2021-07-04",72
"2021-07-05",63
"2021-07-06",70
"2021-07-07",68
"2021-07-08",77
"2021-07-09",61
"2021-07-10",81
"2021-07-11",93
"2021-07-12",80
"2021-07-13",85
"2021-07-14",72
"2021-07-15",74
"2021-07-16",56
"2021-07-17",60
"2021-07-18",62
"2021-07-19",66
"2021-07-20",71
"2021-07-21",68
"2021-07-22",70
"2021-07-23",58
"2021-07-24",65
"2021-07-25",68
"2021-07-26",62
"2021-07-27",57
"2021-07-28",65
"2021-07-29",56
"2021-07-30",59
"2021-07-31",55
"2021-08-01",73
"2021-08-02",66
"2021-08-03",73
"2021-08-04",72
"2021-08-05",58
"2021-08-06",74
"2021-08-07",70
"2021-08-08",84
"2021-08-09",71
"2021-08-10",87
"2021-08-11",85
"2021-08-12",85
"2021-08-13",72
"2021-08-14",81
"2021-08-15",79
"2021-08-16",91
"2021-08-17",96
"2021-08-18",86
"2021-08-19",96
"2021-08-20",68
"2021-08-21",77
"2021-08-22",96
"2021-08-23",89
"2021-08-24",86
"2021-08-25",85
"2021-08-26",79
"2021-08-27",76
"2021-08-28",78
"2021-08-29",85
"2021-08-30",87
"2021-08-31",84
"2021-09-01",84
"2021-09-02",84
"2021-09-03",88
"2021-09-04",68
"2021-09-05",89
"2021-09-06",78
"2021-09-07",77
"2021-09-08",72
"2021-09-09",68
"2021-09-10",71
"2021-09-11",79
"2021-09-12",100
"2021-09-13",89
"2021-09-14",88
"2021-09-15",74
"2021-09-16",73
"2021-09-17",68
"2021-09-18",84
"2021-09-19",79
"2021-09-20",75
"2021-09-21",84
"2021-09-22",85
"2021-09-23",82
"2021-09-24",76
"2021-09-25",87
"2021-09-26",96
"2021-09-27",82
