date,star,text,name
2022-07-22,5,맛있어요 가성미도 출중한 전통주,술샘 이화주 8도
2022-07-03,5,독특한 느낌과 맛이라 선물용으로 추천해요,술샘 이화주 8도
2022-07-12,5,막걸리다보니 여름이어서 발효되기 쉬워 배송에 대한 어려움에 느껴지는 제품이었어요 처음 받았을때 제가 집에 너무 늦게 와서 문 앞에 있는 시간이 길어지다보니 그새 발효됐드라고요ㅠㅠ 다행히 바로 다음날 새 제품을 엄청 꼼꼼하게 보내주셨습니다 이미 다 먹어버려서 사진은 아쉽게 없지만 막걸리맛 좋아하시는 분들은 한번정도는 먹어볼만 한거 같아요,술샘 이화주 8도
2022-08-24,4,괜차나요,술샘 이화주 8도
2022-08-09,4,도수가 꽤 높아요 궁금해서 구매해봤어요,술샘 이화주 8도
2022-07-15,5,정말 처음보는 형태의 술인데 이게 전통주라는 것이 너무 좋았습니다,술샘 이화주 8도
2022-07-24,5,배송 빠르고 꼼꼼했어요,술샘 이화주 8도
2022-06-23,5,8라 생각보다 곰방 취한다시원하게 두고 한입 떠서 혀 위에 굴리면 맛이 좋음 ㅎㅎㅎ재미있는 상품이라 선물용으로도 좋았다,술샘 이화주 8도
2022-07-07,5,이화주를 이용해서 여러가지 맛있는칵테일을  만들어서 먹었네요,술샘 이화주 8도
2022-07-22,5,잘 먹겠습니다 넘 기대신기해요,술샘 이화주 8도
2022-08-02,5,배송이 빠르고 좋은 제품 받아서 사용할 수 있어서 좋았습니다,술샘 이화주 8도
2022-08-03,5,포장이 꼼꼼해서 좋았어요,술샘 이화주 8도
2022-07-28,5,특이하네요 탄산수에 섞어먹으면 괜춘하다는데 별루예용 걍 드세요,술샘 이화주 8도
2022-08-03,5,예상외의 맛에 다음에 또 구매하겠습니다,술샘 이화주 8도
2022-08-04,5,먹어보니 마음에 드네요,술샘 이화주 8도
2022-07-10,5,크기는 딱 생각한대로고 맛도 달달하니 맛있어요,술샘 이화주 8도
2022-07-13,3,발효 많이된 단 요거트 느낌가격은 많이 비싸게 느껴짐,술샘 이화주 8도
2022-07-14,5,크기가 엄청작네요 시중에구하기힘들어서 시킨건데 배송빠르고 굿  꼭 애기이유식같애여ㅋㅋㅋ모양이ㅋㅋ 선물햇는데 좋아하네요,술샘 이화주 8도
2022-07-31,5,매우  만족합니다술술 들어가요,술샘 이화주 8도
2022-06-23,5,일단 포장이 매우 꼼꼼하십니다 스티로폼 박스에 안에는 공기튜브 포장까지 떠먹는게 어떤 맛인지 궁금하지만 차갑게 해서 먹을 때까지 기다리겠어요,술샘 이화주 8도
2022-07-21,5,부드럽고 그냥 먹을땐 술맛이 많이 나지만 부침개랑 같이먹으면 특별하고 맛있어요,술샘 이화주 8도
2022-07-27,5,맛 있네요 양이 너무 적어요,술샘 이화주 8도
2022-07-12,1,같이온 아이스팩도 다녹았고 뚜껑열자마자 펑하는소리와함께 내용물 천지사방으로튀고  맛은 너무 시큼하고   호기심에  샀는데 크게 실망했습니다ㅠㅠ,술샘 이화주 8도
2022-07-06,5,떠먹는 막걸리 선물하려고 구입햿네요,술샘 이화주 8도
2022-06-16,5,철인왕후 보다가 주문했는데 ㅎㅎ 몇일 뒀다 먹었더니 뚜껑 딸때 살짝 톡 터지기는 했는데 ㅎㅎ 호기심 용도로 맛나게 먹었습니다,술샘 이화주 8도
2022-06-16,5,포장도 잘 되어 있고 보관상태도 좋아요 미리 배송이 늦어진다는 점을 알려준 점도 좋았습니다,술샘 이화주 8도
2022-08-12,5,배송 빠르고 좋아요배송 빠르고 좋아요,술샘 이화주 8도
2022-07-24,5,좋은 물품 감사 합니다,술샘 이화주 8도
2022-06-26,5,처음 뚜껑오픈할때 조심하세요 발효주라그런지 생각없이 열었다가 주변정리좀했네요ㅎ요거트처럼 떠먹어서 신기하고 술맛도 나서 신기하고 맛있어서 신기한 기억에 남을 술입니다,술샘 이화주 8도
2022-06-17,4,포장은 잘되어 있네요생각한 맛과는 다르네요가격대비 양도 적구요그냥 호기심에,술샘 이화주 8도
2022-07-06,5,기존 막걸리와는 다른 신기한 느낌의 막걸리여서 약간 도전한다는 생각으로 구매했는데 상당히 만족스러운 맛과 부드러움이 있어서 좋았습니다,술샘 이화주 8도
2022-06-25,5,요거트같으면서도 탄산도 느껴지고 병은 작은데 양도 꽤 많게 느껴지네요,술샘 이화주 8도
2022-07-10,5,요거트 같은 농도이며 적당히 달달한데 호불호가 많이 갈릴듯합니다,술샘 이화주 8도
2022-06-26,5,잘받았어요 맛있어요,술샘 이화주 8도
2022-07-04,5,포장도 잘 되어있었고 정말 맛있게 잘 먹었습니다사이다랑 섞어서 먹으면 정말 맛있어요,술샘 이화주 8도
2022-07-15,5,선물햇는데 친구가 조아합니다,술샘 이화주 8도
2022-07-05,5,3번째 구매예요 술마켓 믿고 살수 있어요 막걸리들도 맛있구요,술샘 이화주 8도
2022-06-20,5,전통주를 이렇게 쉽게 마실 수 있음에 감사할 따름입니다,술샘 이화주 8도
2022-07-02,5,푸딩식감이구 목넘김이 좋아요 깨지않게 포장 굿,술샘 이화주 8도
2022-06-03,5,아들이 드라마보면서  먹어보고 싶다고 한것이 생각나 주문해봤어요맛이 특이하면서 재미있었어요어른식 요플레 ㅋㅋ,술샘 이화주 8도
2022-06-04,5,포장이 너무 꼼꼼해서 좋았어요 이 포장재 비싼걸로 알고있는데ㅅ 아직 먹기전인데 포장에 감동해서 먼저 후기올림미다ㅎㅎ,술샘 이화주 8도
2022-06-28,3,그냥저냥 요거트 느낌인데 신기해서 사봤습니다 술을 액체 형태로 넘기는 것을 좋아하는 저같은 취향은 별 감흥 없으실 수도 있어요,술샘 이화주 8도
2022-07-06,1,특이해서 한 번은 먹어볼 만 한데 맛은 그냥 일반 막걸리가 나은 듯합니다,술샘 이화주 8도
2022-06-16,5,아직 맛은 못봤습니다 맛있다는 주변 이야기 듣고 샀는데 기대됩니다,술샘 이화주 8도
2022-05-24,5,병 포장이 너무 좋아요 저는 냉장실에 이틀정도 넣어뒀다가 열었는데 터지거나 하는거 없이 잘 열렸고 다 먹고난뒤에 병 스티커가 잘 떼져서 너무 편했어요 ㅎㅎ맛은 생각보다 독한 느낌이어서 얼음넣어먹었어요 ㅎㅎ,술샘 이화주 8도
2022-06-02,5,두번째 구매하는데 저번에 먹었을때 요거트 먹는것처럼 시큼한 알콧 맛이 제 스타일이더라구요 맛있었습니다,술샘 이화주 8도
2022-06-17,1,4개정도 샀는데 다 끓어 넘쳐서 왔습니다 막걸리가 안에서 흘러서 오픈때부터 냄새가 1개도 아니고 전체긴 이렇다는건 애초에 제품포장불량같은데요 그래서 그런지 맛도 이상한것같고요,술샘 이화주 8도
2022-06-14,5,향긋하고 맛이 좋았습니다 다음에 더 시킬게요,술샘 이화주 8도
2022-05-26,5,떠먹는 전통주라는 것이 특이해서 구매해봤어요 진한 막걸리를 먹는 기분이에요 크기는 작지만 맛이 진해요 부담스럽지 않고 재미있는 선물로 주기에 좋아 샀어요 만족스러워요,술샘 이화주 8도
2022-05-22,3,포장꼼꼼 배송빠르고 다좋은데 양이왜32만들엇을까요열자마자 사진찍엇어요나무 양이ㅜ푹 내려가 잇어서먹던건줄이건좀 아닌거같아요 다퍼서 그람수 젤뻔햇네요맞겟죠,술샘 이화주 8도
2022-06-24,3,호기심으로 구매를 했는데요괜찮아요역간 요플레 먹는느낌입니다,술샘 이화주 8도
2022-06-10,5,아들이 주문해 달라고 해서요 참 신기한 술이네요,술샘 이화주 8도
2022-06-12,5,요거트 만한사이즈에 막거리 한병을 압축해놓은 느낌입니다 술이진하고 부드러워요 즐로그에 탄산수에 타마샤도ㅠ좋다하는데 개인적으로 그냥 떠먹는데 잴 맛있는거 같아요,술샘 이화주 8도
2022-06-13,5,아주아주맛있게잘마셨어요,술샘 이화주 8도
2022-06-10,4,맛도 좋고 식감도 좋아요,술샘 이화주 8도
2022-06-23,5,선물로 주기듀 좋고 냉장고에 둬도 귀엽고 퍼먹다보면 술기운이 금방 돌아서 양도 적지않음,술샘 이화주 8도
2022-06-05,3,생각했던맛은 아니였지만 경험하기엔 좋았어요,술샘 이화주 8도
2022-06-28,5,잘받았습니다 감사합니다 잘사용할께요,술샘 이화주 8도
2022-06-30,5,맛있게 잘 먹겠습니다 ,술샘 이화주 8도
2022-06-28,5,배송빠르고 좋았어요,술샘 이화주 8도
2022-06-23,5,여자들의 심야 술수다에 땩 좋은 잇템,술샘 이화주 8도
2022-06-18,5,저렴하게 잘 샀어요포장도 꼼꼼해요,술샘 이화주 8도
2022-06-23,5,떠 먹는 막걸리라니 이거 그냥 지나칠 수 없자카,술샘 이화주 8도
2022-05-24,5,아직 먹어보지않아서 맛은 모르지만 잘왔어요 있다가 신랑 오면 먹어볼 예정이에요,술샘 이화주 8도
2022-06-15,5,부드럽고 맛있어요 선물했는데 좋대요,술샘 이화주 8도
2022-06-01,5,한숟가락 물면 부드럽고 단맛과 약간의 산미가 느껴지고 곡물의 고소함이 진하게 전해져오는데 생각보다 알콜이 제법 많이 느껴짐그 뒤에 효모의 향과 맛이 올라와서 아주 좋음,술샘 이화주 8도
2022-06-13,5,배송도 빠르고 안전하게 잘 왔어요 맛있는건 당연하고요,술샘 이화주 8도
2022-06-14,3,같이 시킨 막걸리 배송에 문제가 있어서 이것도 좋은 시선으로는 못보겠네요,술샘 이화주 8도
2022-04-27,4,왜 어른 요거트라고 하는지 알겠더라고요 요거트에 술 섞인 거 같은 껄쪽한 막걸리 딸기 같은 과일 찍먹 하면 좋겠군 아껴멋어야지 넘 좋앙,술샘 이화주 8도
2022-06-24,5,좋은거 감사 합니다,술샘 이화주 8도
2022-06-17,4,전체적으로 만족합니다 많이파세요,술샘 이화주 8도
2022-05-25,5,너무먹어보고싶엇어요,술샘 이화주 8도
2022-05-10,5,포장 엄청 꼼꼼히 잘해서 보내주셔서 좋네요 맛도 좋고 술을 떠먹으니 먼가 색다르네요,술샘 이화주 8도
2022-05-20,5,포장도 꼼꼼하고 맛있어요 과일이랑 같이 먹으면 미쳐요 근데 처음 뜯을때 팡 튀겨서 조심하세요,술샘 이화주 8도
2022-05-18,5,아직 안 먹어봤는데 맛있을 것 같아요 ㅋㅋ,술샘 이화주 8도
2022-05-12,4,아직 안 먹어봤어요 먹어보고 후기 다시 남길게요,술샘 이화주 8도
2022-05-15,5,과일이랑 같이먹으니까 아주 맛있어요,술샘 이화주 8도
2022-05-14,5,떠먹는 술이라 신기했는데 맛이 진하고 새롭네요,술샘 이화주 8도
2022-05-08,5,친구선물로 주문했어요 빠른배송 너무 좋아용,술샘 이화주 8도
2022-05-12,5,너무 작아서 기대에비해선 다소 그렇네요,술샘 이화주 8도
2022-05-17,5,충격과 공포의 이화주 ㅋㅋ ㅠㅠ,술샘 이화주 8도
2022-05-26,5,배송이 빨라서 좋은데 얼음팩 다 녹아서 왔어요,술샘 이화주 8도
2022-05-19,5,상쾌환도 같이 들어있는 센스가 너무 좋아요조심히 잘 받았습니다,술샘 이화주 8도
2022-04-23,5,이화주 아직 못먹어봤지만 기대됩니다ㅎㅎ 요거트 미숫가루 같은 맛이 아닐까 생각하고 있어요,술샘 이화주 8도
2022-05-18,1,갠적으로 막걸리가ㅜ훨 나아요저는 이거 별루 왜 비싼지도 모르겠어요 ㅠㅠㅠ,술샘 이화주 8도
2022-05-26,5,달고 맛있어요 추천합니다,술샘 이화주 8도
2022-06-20,3,문안합니다그냥그냥 합니다,술샘 이화주 8도
2022-05-21,5,포장 꼼꼼히 왔고  신기해서 시켜봤는데 좋네요,술샘 이화주 8도
2022-05-15,5,일단 호기심으로 구매를 했는데요 그냥 뭐 괜찮아요너무 기대를 해서 그런것 같아요,술샘 이화주 8도
2022-05-06,2,아직 못먹었는데 박스 열어보니 총 4개중 3개가 넘친건지 끓은건지 그렇게 왔네요 막걸리가 새서 냄새가 진동을 하구요 온도를 못맞추신건지 원래 이런건지 어제 냉장고 열어보니 지금도 흐르고있네요,술샘 이화주 8도
2022-05-19,3,리뷰에 호불호가 많이 갈리듯 저희 일행도 입맛에는 맞지 않았네요ㅠㅠ,술샘 이화주 8도
2022-04-23,5,아직 사용존이지만 깔끔한 겅분에 기대합니다,술샘 이화주 8도
2022-04-17,3,시큼한 막걸리 맛입니다호기심에 먹어봤어요맛있을거라 생각했는데 그닥 맛이 있지는 않아요,술샘 이화주 8도
2022-05-23,5,식감이 재미있어요,술샘 이화주 8도
2022-05-12,5,배송 넘 꼼꼼 해서 맘에 들었어요비싼 만큼 컬리티가 다르네요,술샘 이화주 8도
2022-04-07,4,알고 열어도 뻥 터지는건 어쩔 수 없네요동생이 먹어보더니 탄산이 좀 있고 달달한 맛이라고 해요귀하고 손 많이 가는 술이라고 하던데 이렇게 팔아주셔서 맛도 보고 좋네요,술샘 이화주 8도
2022-05-20,1,생각했던 맛이 전혀아닙니다,술샘 이화주 8도
2022-05-15,5,신기해서 삿는데 요거트지만 확실히 술 맛이 납니다,술샘 이화주 8도
2022-04-25,5,친구 생일 선물로 줬는데 맛있게 먹었대요,술샘 이화주 8도
2022-05-20,5,배송 빠르고 좋아요 그리고 맛있어요 ,술샘 이화주 8도
2022-05-02,5,드라마에서 봤던건데 이것저것 같이 구매하면서 ㅎ진짜 술맛나는 요거트 같은 기분 이네요,술샘 이화주 8도
2022-04-18,5,아직 먹기전이네요맛있었으면 좋겠습니다,술샘 이화주 8도
2022-05-04,4,막걸이를 떠먹는다는 발상으로 샀는데 생각보다 독해요 맛은 정직한 막걸리맛,술샘 이화주 8도
2022-05-17,5,아주 맛있게 잘먹었어요,술샘 이화주 8도
2022-05-12,5,알콜느낌도 다소 있고 작고 그냥 그럼,술샘 이화주 8도
2022-05-04,5,막걸리를 요거트로 먹는 맛 제 입맛은 아니지만 특이한 술 접해보는 좋은 체험이었습니다,술샘 이화주 8도
2022-04-07,5,맛은 솔직히 굉장히  생각과 달랐어용 ㅎㅎ 호기심에 구매해봤다가 매우 놀랬어요 ㅎㅎㅎ배송은 빨라용포장도 꼼꼼,술샘 이화주 8도
2022-05-09,5,소화도잘되고 떠먹는이화주 저에게는딱좋아요,술샘 이화주 8도
2022-04-12,5,처음먹어봤는데 진짜 신기해요 ㅋㅋㅋ 냄새가 완전 막걸리냄새,술샘 이화주 8도
2022-05-13,5,친절한 전화 감사합니다,술샘 이화주 8도
2022-04-21,3,생각한맛보단 갠춘 한거 같아요,술샘 이화주 8도
2022-04-19,5,떠먹는  막걸리 신기해서  담아봤어여,술샘 이화주 8도
2022-05-11,5,부모님이 좋아하십니다,술샘 이화주 8도
2022-03-01,1,이화주라고 사서 먹어봤는데다른분들 평보다 너무 별로입니다지인이랑 같이 먹었는데 독한 막걸리맛입니다한식대첩의 이화주를 생각하고 먹었는데그런맛은 절대 아닙니다이돈먹고 먹을바에 전주가서 막걸리 한병사서 먹는게 더 맛있을거같네요왠만하면 리뷰 잘안쓰는데 진짜 별로에요생산자분들은 맛을 못느끼시는건지맛을 안보고 파시는건지 궁금합니다다시 반품하고 싶을정도에요조금의 달달한것도 전혀없습니다그냥 쓴 막걸리맛입니다,술샘 이화주 8도
2022-04-25,3,좀 달달한 요거트 맛이 가미된걸 상상했는데 정말 막걸리 농축 버전이에요ㅎㅎ참고하세요,술샘 이화주 8도
2022-04-05,5,달달해요맛있네요지인에게도 선물하니 좋아해요,술샘 이화주 8도
2022-04-18,4,약간 요구르트같은 맛이에요 새콤함단맛은 없는 편이구알콜이 들어간 요거트 먹는 맛이라 당황ㅎㅎ색다른 방식으로 먹어봐서 나름 신선한 경험이었습니당,술샘 이화주 8도
2022-04-29,5,최곱니다 다음에 또 이용할께요,술샘 이화주 8도
2022-05-04,5,너무 맛있어요강추드립니다,술샘 이화주 8도
2022-04-23,5,생각보다 도수가 높아 놀랐어요요거트같은 술이라니신기한 경험입니다,술샘 이화주 8도
2022-04-20,5,드라마에서 보고 맛이 궁금했었는데 세일하길래 구입했어요독특하고 맛있는데 역시 술임 ㅋ,술샘 이화주 8도
2022-04-23,5,재구매예정입니다  숙취또한없엇구요 맛두좋앗어요 술꾼될꺼같아요,술샘 이화주 8도
2022-03-26,5,1개만 시켰는데 포장이 좀커서 놀랐어요 처음딸때 역시 발효주라그런지 좀 터지긴했지만 처음맡아보는향과 맛이였습니다,술샘 이화주 8도
2022-04-09,5,선물로 줬는데 좋아하네요,술샘 이화주 8도
2022-03-26,5,향도 좋고 엄청 새로운데 술이 입안에서 계속 붙어서 저와는 안맞았어요,술샘 이화주 8도
2022-04-24,3,단맛은 없어요 술이 응축된 느낌,술샘 이화주 8도
2022-03-17,5,4개 사서 하나는 바로 먹었어요포장을 정말 꼼꼼히 신경써서 보내주셨더라구요  감사합니다이화주 맛이 너무 궁금했는데 편하게 맛 봤네요,술샘 이화주 8도
2022-04-23,5,포장도 꼼꼼하고 배송이 엄청 빨라서 아이스팩도 안녹은채로 도착했어요,술샘 이화주 8도
2022-04-09,5,호불호가 갈린다는 평이 있어서 걱정했는데찐한 농축막걸리 느낌입니다 그냥 먹기에는 진하고 탄산수나 음료등에 희석해서 마시기 좋아요,술샘 이화주 8도
2022-03-12,5,맛은 막걸리맛인데 부드럽고 넘긴후 쫌 알콜느낌이 와요 생각보다 괜찮아요 그런데 열때 다들 조심하세요알고도 열면서 참사가ㅋㅋㅋ,술샘 이화주 8도
2022-04-19,4,너무 써요 술 맛이 엄청 강해요 ㅠㅠ,술샘 이화주 8도
2022-03-19,5,술마켓에서 구매한 이화주 떠먹는 막걸리 너무 신선하고 좋아요 앞으로 술은 술마켓에서,술샘 이화주 8도
2022-04-19,3,이화주는 패킹이 제대로 되질않아 샜습니다,술샘 이화주 8도
2022-04-29,5,너무 맛나요,술샘 이화주 8도
2022-03-30,5,고마워요 술마켓,술샘 이화주 8도
2022-03-24,5,독특하고 한번 먹어볼만해요,술샘 이화주 8도
2022-04-03,5,맛있었습니다 과일과 함께 먹으니 더 맛납니다,술샘 이화주 8도
2022-03-26,5,앙증맞게 귀여워요,술샘 이화주 8도
2022-04-12,5,잘쓰고 있습니다 감사합니다,술샘 이화주 8도
2022-04-10,5,호불호가잇울듯 전맛있게먹음,술샘 이화주 8도
2022-04-02,4,다만족스럽지만 유통기한은 따로없지만 그래도보통냉장고에두었을때 기간이 어느정도까지괜찮나요,술샘 이화주 8도
2022-03-12,5,진짜 작고 퍼먹기도 이상해요 사이다 타먹었오요,술샘 이화주 8도
2022-04-09,5,딸기와 같이 먹으면 최고에요,술샘 이화주 8도
2022-03-03,5,맛 좋아요 포장 열어보니 약간 샜더라구요ㅠㅠ그리고 처음 열 때 팍 터지니까 조심해서 열어야겠어요,술샘 이화주 8도
2021-12-29,5,31일에 먹으려고 주문했습니다요새 택배파업으로 좀 늦을거 같아 일찍 주문했더니 하루만에 와버리네요 ㅋㅋ대부분 먹어 보았던 상품위주로 사고 이번에 한번 처음으로 먹어보려고 하는 만월이랑 밀담 세트 구매했습니다포장도 역시 꼼꼼하게 잘해주시고 이화주는 제가 주문했는데도 뭔지 모를정도로 포장이 되어있었네요 ㅋㅋ다들 술마켓에서 전통주 구매하시고 새해 복 많이 받으시길 바랍니다사장님도 번창하세요,술샘 이화주 8도
2022-03-20,5,와 정말맛있어요 발효되서그런지 탄산같이 톡톡쏘고 쌀가루도 씹혀서 맛나요 담에 또 시킬게요,술샘 이화주 8도
2022-04-07,5,아직 먹어보진 않았지만 딸기랑 먹어보려구요,술샘 이화주 8도
2022-03-25,4,생각보다 뭔가 기대한 맛은 아니었지만 꼼꼼하게 포장된점이 좋았습니다과일이랑 먹으면 괜찮앗을까 싶은 생각이 드네요,술샘 이화주 8도
2022-03-13,5,제가 술을 잘 못먹는데자꾸 먹고싶어지네요유산균도 대박이예요,술샘 이화주 8도
2022-04-01,4,생각했던 맛은 아니지만ㅜㅜ 아쉬움이 있어요,술샘 이화주 8도
2022-03-28,1,맛없어요 돈아까움  선물하고 욕먹을듯,술샘 이화주 8도
2022-03-29,5,잘사용하겠습니다 감사합니다,술샘 이화주 8도
2022-03-24,3,호불호가 갈릴 수 있는 그런 맛이었어요 저는 한숟가락 떠먹고 뚜껑 닫아두었네요 ,술샘 이화주 8도
2022-03-11,5,떠먹는 막걸리드디어 먹어봄ㅎㅎ굿,술샘 이화주 8도
2022-03-11,5,딱 요거트 맛이어요 ,술샘 이화주 8도
2022-03-05,5,다른 브랜드 이화주 먹었을땐 별로였는대 여기꺼 진짜 맛나네요,술샘 이화주 8도
2022-03-14,5,생각보다 너무 귀여움 ㅋ ㅋ ㅋ,술샘 이화주 8도
2022-04-04,5,요거트같아여 맛잇음,술샘 이화주 8도
2022-03-06,5,과일에 푹푹드셔보새용,술샘 이화주 8도
2022-03-29,5,사실 한번 경험용으로 충분한 너낌,술샘 이화주 8도
2022-03-28,5,부드럽고 맛있었습니다,술샘 이화주 8도
2022-02-26,5,진짜 맛있게 잘 먹었어요 ㅎ 또 시켜 먹을게요,술샘 이화주 8도
2022-03-22,5,잘 받았습니다 감사합니다,술샘 이화주 8도
2022-03-19,5,과일에 찍어 맛있게 먹었습니다,술샘 이화주 8도
2022-03-06,5,다양한 술을 한번에 시킬수 있어서 아주 만족해요홈술하기 딱이에요,술샘 이화주 8도
2022-02-22,5,떠먹는 막걸리라니 독특하고 맛있네요,술샘 이화주 8도
