customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,mean,median,amax,amin,flag1,cal_date,mem_period
AS183155,XXXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.5,4.5,7,2,1,2019-04-30,47.968130762438655
HI339146,XXXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.5,4.5,7,2,1,2019-04-30,47.968130762438655
AS476267,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.916666666666667,5.0,7,3,1,2019-04-30,47.968130762438655
PL928545,XXXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.333333333333333,4.0,7,2,1,2019-04-30,47.968130762438655
OA372777,XXXXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,3.6666666666666665,4.0,6,1,1,2019-04-30,47.968130762438655
PL765022,XXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,4.5,7,3,1,2019-04-30,47.968130762438655
OA803393,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.75,4.5,8,2,1,2019-04-30,47.968130762438655
OA071756,XXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.166666666666667,4.0,6,2,1,2019-04-30,47.968130762438655
HI598974,XXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,5.083333333333333,5.0,7,3,1,2019-04-30,47.968130762438655
GD214739,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,5.416666666666667,5.0,8,3,1,2019-04-30,47.968130762438655
OA557824,XXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.25,4.0,8,1,1,2019-04-30,47.968130762438655
IK098074,XX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,3.5,7,1,1,2019-04-30,47.968130762438655
HD792156,XXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,5.0,7,2,1,2019-04-30,47.968130762438655
OA478509,XXXX,C02,M,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,7,2,1,2019-04-30,47.968130762438655
HI388582,XX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.833333333333333,5.0,6,3,1,2019-04-30,47.968130762438655
TS210661,XXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,4.5,8,3,1,2019-04-30,47.968130762438655
TS837282,XXXXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,5.583333333333333,5.5,8,3,1,2019-04-30,47.968130762438655
OA758157,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.0,4.0,6,2,1,2019-04-30,47.968130762438655
OA790739,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,7,3,1,2019-04-30,47.968130762438655
AS734592,XX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,5.333333333333333,6.0,8,2,1,2019-04-30,47.968130762438655
GD022268,XXX,C02,M,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.166666666666667,5.0,7,1,1,2019-04-30,47.968130762438655
IK059803,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.25,4.0,6,3,1,2019-04-30,47.968130762438655
TS487207,XX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.0,4.0,6,2,1,2019-04-30,47.968130762438655
OA994859,XXXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,5.5,5.0,9,3,1,2019-04-30,47.968130762438655
PL221419,XXXX,C02,M,2015-05-01,,CA1,0,1_주간,7500,2_일반,5.5,5.5,9,3,1,2019-04-30,47.968130762438655
HI570349,XXXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.916666666666667,5.0,7,2,1,2019-04-30,47.968130762438655
TS945284,XXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.583333333333333,4.5,7,3,1,2019-04-30,47.968130762438655
PL152568,XXXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.666666666666667,5.0,8,2,1,2019-04-30,47.968130762438655
GD967749,XXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.5,8,3,1,2019-04-30,47.968130762438655
HI635742,XXXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.416666666666667,4.5,6,2,1,2019-04-30,47.968130762438655
AS970810,XXXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.0,6,2,1,2019-04-30,47.968130762438655
GD163149,XXXXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.916666666666667,5.0,8,2,1,2019-04-30,47.968130762438655
HD124700,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.5,4.0,8,2,1,2019-04-30,47.968130762438655
HD349501,XX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,8,1,1,2019-04-30,47.968130762438655
GD126553,XXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,5.333333333333333,5.0,8,3,1,2019-04-30,47.968130762438655
AS926104,XXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,4.5,6,3,1,2019-04-30,47.968130762438655
GD360440,XXXXXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.5,5.0,6,1,1,2019-04-30,47.968130762438655
IK701555,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.75,5.0,6,1,1,2019-04-30,47.968130762438655
AS777651,XXXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.166666666666667,3.5,7,2,1,2019-04-30,47.968130762438655
PL241896,XXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.0,7,2,1,2019-04-30,47.968130762438655
PL920046,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.333333333333333,4.0,8,2,1,2019-04-30,47.968130762438655
PL367795,XXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.4166666666666665,4.0,7,1,1,2019-04-30,46.94962935583893
HI324110,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.4166666666666665,3.0,7,1,1,2019-04-30,46.94962935583893
OA630902,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.666666666666667,5.0,8,3,1,2019-04-30,46.94962935583893
GD292781,XXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,7,2,1,2019-04-30,46.94962935583893
PL912172,XXXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.5,4.5,7,2,1,2019-04-30,46.94962935583893
HI582217,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.5,7,3,1,2019-04-30,46.94962935583893
TS038130,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.75,5.0,7,2,1,2019-04-30,46.94962935583893
TS200932,XXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.916666666666667,5.0,7,2,1,2019-04-30,46.94962935583893
GD728611,XXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,3.8333333333333335,3.5,6,1,1,2019-04-30,46.94962935583893
HI525851,XXXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.833333333333333,4.5,8,2,1,2019-04-30,46.94962935583893
PL540895,XXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.666666666666667,4.5,7,2,1,2019-04-30,46.94962935583893
PL410964,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.25,4.0,7,1,1,2019-04-30,46.94962935583893
HI728364,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.25,4.0,7,2,1,2019-04-30,46.94962935583893
HI373547,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.0,3.0,8,2,1,2019-04-30,46.94962935583893
GD489678,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.75,4.5,9,2,1,2019-04-30,46.94962935583893
OA504016,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,3.8333333333333335,4.0,6,2,1,2019-04-30,46.94962935583893
IK124414,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,5.083333333333333,5.0,8,4,1,2019-04-30,46.94962935583893
IK351897,XXXXX,C02,M,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.333333333333333,4.0,8,2,1,2019-04-30,46.94962935583893
TS273269,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,3.1666666666666665,3.5,5,1,1,2019-04-30,46.94962935583893
IK055692,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.666666666666667,5.5,7,5,1,2019-04-30,46.94962935583893
TS035920,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.75,5.0,7,2,1,2019-04-30,46.94962935583893
GD555235,XXXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.5,7,1,1,2019-04-30,46.94962935583893
AS099984,XXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.5,4.5,7,2,1,2019-04-30,46.94962935583893
TS471939,XXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.916666666666667,5.0,7,3,1,2019-04-30,46.94962935583893
OA931227,XXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.5,5.0,6,3,1,2019-04-30,46.94962935583893
HD455858,XXXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.916666666666667,5.0,7,3,1,2019-04-30,46.94962935583893
PL487301,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,5.0,6,1,1,2019-04-30,46.94962935583893
GD813654,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.5,5.0,8,1,1,2019-04-30,46.94962935583893
HD378274,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.5,6,2,1,2019-04-30,46.94962935583893
OA236156,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,3.5,8,2,1,2019-04-30,46.94962935583893
PL889178,XXXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,3.75,4.0,5,1,1,2019-04-30,46.94962935583893
OA776086,XXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,3.5,3.5,5,2,1,2019-04-30,46.94962935583893
AS677821,XXXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.9166666666666665,4.0,6,2,1,2019-04-30,46.94962935583893
OA818666,XXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,5.083333333333333,4.0,9,3,1,2019-04-30,46.94962935583893
PL342449,XX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.166666666666667,4.0,7,1,1,2019-04-30,46.94962935583893
PL825454,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.416666666666667,4.0,7,3,1,2019-04-30,46.94962935583893
TS437647,XXXXXX,C02,M,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,8,1,1,2019-04-30,46.94962935583893
HI146430,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,5.0,8,1,1,2019-04-30,46.94962935583893
GD437531,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.416666666666667,4.5,7,1,1,2019-04-30,46.94962935583893
OA103624,XXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.166666666666667,5.0,8,3,1,2019-04-30,46.94962935583893
OA933190,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,4.5,7,3,1,2019-04-30,46.94962935583893
IK624416,XXXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.083333333333333,4.0,7,3,1,2019-04-30,46.94962935583893
GD212992,XXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,5.25,5.0,9,3,1,2019-04-30,46.94962935583893
IK999272,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.9166666666666665,4.0,5,2,1,2019-04-30,46.94962935583893
GD163914,XXXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.8333333333333335,4.0,5,1,1,2019-04-30,46.94962935583893
PL400479,XXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.166666666666667,4.0,6,2,1,2019-04-30,46.94962935583893
PL942936,XXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,5.0,6,3,1,2019-04-30,46.94962935583893
IK006139,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.333333333333333,5.0,8,3,1,2019-04-30,46.94962935583893
IK902787,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,4.5,6,2,1,2019-04-30,46.94962935583893
PL815569,XXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.25,4.5,6,2,1,2019-04-30,46.94962935583893
HI216184,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.0,4.0,7,2,1,2019-04-30,46.94962935583893
HI965956,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,5.0,6,3,1,2019-04-30,46.94962935583893
OA225076,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.333333333333333,4.5,7,1,1,2019-04-30,46.94962935583893
TS106731,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,5.0,7,2,1,2019-04-30,46.94962935583893
HI228454,XXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.583333333333333,4.0,8,2,1,2019-04-30,46.94962935583893
HI900494,XX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,5.75,6.0,8,3,1,2019-04-30,46.94962935583893
PL456313,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.75,3.5,8,1,1,2019-04-30,46.94962935583893
PL779242,XXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.5,4.0,6,3,1,2019-04-30,46.94962935583893
TS959961,XXXXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,5.0,5.0,7,3,1,2019-04-30,46.94962935583893
AS099118,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.5,5.0,6,1,1,2019-04-30,46.94962935583893
IK331136,XXXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.416666666666667,4.0,6,2,1,2019-04-30,46.94962935583893
AS834706,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.75,5.0,7,3,1,2019-04-30,46.94962935583893
TS179365,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,3.9166666666666665,4.0,6,2,1,2019-04-30,46.94962935583893
AS614421,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.083333333333333,5.5,7,3,1,2019-04-30,46.94962935583893
OA747936,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.25,5.0,8,3,1,2019-04-30,46.94962935583893
PL494564,XXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,4.0,7,3,1,2019-04-30,46.94962935583893
AS299544,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,4.0,6,2,1,2019-04-30,46.94962935583893
OA261861,XXXX,C02,M,2015-06-01,,CA1,0,1_주간,7500,2_일반,5.416666666666667,5.5,8,1,1,2019-04-30,46.94962935583893
HD120698,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,7,3,1,2019-04-30,46.94962935583893
HI328204,XX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,5.083333333333333,5.5,8,2,1,2019-04-30,45.963982833323065
IK695797,XXXX,C02,M,2015-07-01,,CA1,0,1_주간,7500,2_일반,3.8333333333333335,4.5,6,1,1,2019-04-30,45.963982833323065
HI778223,XX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.25,4.5,7,2,1,2019-04-30,45.963982833323065
GD235669,XXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.5,7,2,1,2019-04-30,45.963982833323065
AS637476,XX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.25,4.5,5,3,1,2019-04-30,45.963982833323065
AS171994,XXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.583333333333333,5.0,6,3,1,2019-04-30,45.963982833323065
PL245159,XXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.416666666666667,5.0,7,2,1,2019-04-30,45.963982833323065
GD470986,XXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.083333333333333,4.5,6,1,1,2019-04-30,45.963982833323065
HD287652,XX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.0,6,3,1,2019-04-30,45.963982833323065
AS933597,XXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,3.9166666666666665,3.5,8,1,1,2019-04-30,45.963982833323065
PL787344,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,3.3333333333333335,3.0,6,1,1,2019-04-30,45.963982833323065
IK313475,XXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,5.583333333333333,5.5,7,3,1,2019-04-30,45.963982833323065
OA986961,XXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.0,8,3,1,2019-04-30,45.963982833323065
OA266742,XXXXX,C02,M,2015-07-01,,CA1,0,1_주간,7500,2_일반,5.583333333333333,5.5,8,3,1,2019-04-30,45.963982833323065
IK461411,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.833333333333333,5.0,7,2,1,2019-04-30,45.963982833323065
TS244750,XXXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.75,4.0,7,3,1,2019-04-30,45.963982833323065
OA753193,XXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,5.0,8,2,1,2019-04-30,45.963982833323065
GD084870,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.166666666666667,4.5,6,2,1,2019-04-30,45.963982833323065
HD453390,XXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.0,4.0,7,2,1,2019-04-30,45.963982833323065
GD138948,XXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.916666666666667,5.0,8,1,1,2019-04-30,45.963982833323065
TS673226,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.75,4.0,8,3,1,2019-04-30,45.963982833323065
IK357051,XXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.25,4.0,8,2,1,2019-04-30,45.963982833323065
HI859298,XXXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,3.8333333333333335,4.0,5,1,1,2019-04-30,45.963982833323065
AS065870,XXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.0,8,3,1,2019-04-30,45.963982833323065
GD700613,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.0,4.0,7,2,1,2019-04-30,45.963982833323065
TS554037,XXXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.833333333333333,5.0,7,2,1,2019-04-30,45.963982833323065
PL827485,XXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.416666666666667,4.0,8,1,1,2019-04-30,45.963982833323065
AS828426,XXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.166666666666667,4.0,6,1,1,2019-04-30,45.963982833323065
GD009242,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.75,5.0,7,2,1,2019-04-30,45.963982833323065
HI092194,XXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,4.5,9,3,1,2019-04-30,45.963982833323065
PL812388,XXXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,5.0,7,2,1,2019-04-30,45.963982833323065
OA025439,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,4.0,8,2,1,2019-04-30,45.963982833323065
TS023216,XXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.25,4.0,8,1,1,2019-04-30,45.963982833323065
TS440617,XXXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,7,2,1,2019-04-30,45.963982833323065
HI525283,XXXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.833333333333333,5.0,6,4,1,2019-04-30,45.963982833323065
GD812702,XXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.416666666666667,5.0,7,1,1,2019-04-30,45.963982833323065
IK560941,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,6,3,1,2019-04-30,45.963982833323065
GD914874,XXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.666666666666667,4.0,8,3,1,2019-04-30,45.963982833323065
AS726714,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.333333333333333,4.5,6,2,1,2019-04-30,45.963982833323065
HI639424,XXXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.833333333333333,5.5,8,1,1,2019-04-30,45.963982833323065
OA310354,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.5,5.0,7,3,1,2019-04-30,45.963982833323065
HI720107,XXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.583333333333333,5.0,7,1,1,2019-04-30,45.963982833323065
HD296157,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.25,4.0,7,2,1,2019-04-30,45.963982833323065
AS015315,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,7,3,1,2019-04-30,45.963982833323065
HD625027,XXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.75,5.0,8,3,1,2019-04-30,45.963982833323065
HI323901,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,7,3,1,2019-04-30,45.963982833323065
TS614929,XXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,4.5,6,3,1,2019-04-30,45.963982833323065
AS868124,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.916666666666667,5.5,7,2,1,2019-04-30,45.963982833323065
HI499195,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,3.6666666666666665,3.0,7,2,1,2019-04-30,45.963982833323065
PL445190,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,3.8333333333333335,4.0,5,2,1,2019-04-30,45.963982833323065
PL117922,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,3.9166666666666665,3.0,7,1,1,2019-04-30,45.963982833323065
GD837157,XXXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,5.416666666666667,6.0,7,2,1,2019-04-30,45.963982833323065
OA375487,XXXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,4.5,6,1,1,2019-04-30,45.963982833323065
PL863573,XXXXXX,C01,F,2015-08-01,,CA1,0,0_종일,10500,2_일반,5.166666666666667,5.0,8,3,1,2019-04-30,44.94548142672334
IK155697,XXXX,C01,F,2015-08-01,,CA1,0,0_종일,10500,2_일반,4.25,5.0,6,1,1,2019-04-30,44.94548142672334
