"날짜","향수"
"2021-06-19",66
"2021-06-20",72
"2021-06-21",68
"2021-06-22",65
"2021-06-23",59
"2021-06-24",55
"2021-06-25",82
"2021-06-26",60
"2021-06-27",71
"2021-06-28",61
"2021-06-29",63
"2021-06-30",55
"2021-07-01",69
"2021-07-02",61
"2021-07-03",59
"2021-07-04",72
"2021-07-05",63
"2021-07-06",70
"2021-07-07",68
"2021-07-08",77
"2021-07-09",61
"2021-07-10",81
"2021-07-11",93
"2021-07-12",80
"2021-07-13",85
"2021-07-14",72
"2021-07-15",74
"2021-07-16",56
"2021-07-17",60
"2021-07-18",62
"2021-07-19",66
"2021-07-20",71
"2021-07-21",68
"2021-07-22",70
"2021-07-23",58
"2021-07-24",65
"2021-07-25",68
"2021-07-26",62
"2021-07-27",57
"2021-07-28",65
"2021-07-29",56
"2021-07-30",59
"2021-07-31",55
"2021-08-01",73
"2021-08-02",66
"2021-08-03",73
"2021-08-04",72
"2021-08-05",58
"2021-08-06",74
"2021-08-07",70
"2021-08-08",84
"2021-08-09",71
"2021-08-10",87
"2021-08-11",85
"2021-08-12",85
"2021-08-13",72
"2021-08-14",81
"2021-08-15",79
"2021-08-16",91
"2021-08-17",96
"2021-08-18",86
"2021-08-19",96
"2021-08-20",68
"2021-08-21",77
"2021-08-22",96
"2021-08-23",89
"2021-08-24",86
"2021-08-25",85
"2021-08-26",79
"2021-08-27",76
"2021-08-28",78
"2021-08-29",85
"2021-08-30",87
"2021-08-31",84
"2021-09-01",84
"2021-09-02",84
"2021-09-03",88
"2021-09-04",68
"2021-09-05",89
"2021-09-06",78
"2021-09-07",77
"2021-09-08",72
"2021-09-09",68
"2021-09-10",71
"2021-09-11",79
"2021-09-12",100
"2021-09-13",89
"2021-09-14",88
"2021-09-15",74
"2021-09-16",73
"2021-09-17",68
"2021-09-18",84
"2021-09-19",79
"2021-09-20",75
"2021-09-21",84
"2021-09-22",85
"2021-09-23",82
"2021-09-24",76
"2021-09-25",87
"2021-09-26",96
"2021-09-27",82
"2021-09-28",80
"2021-09-29",91
"2021-09-30",86
"2021-10-01",86
"2021-10-02",88
"2021-10-03",82
"2021-10-04",95
"2021-10-05",87
"2021-10-06",86
"2021-10-07",80
"2021-10-08",81
"2021-10-09",90
"2021-10-10",78
"2021-10-11",91
"2021-10-12",78
"2021-10-13",73
"2021-10-14",74
"2021-10-15",71
"2021-10-16",66
"2021-10-17",84
"2021-10-18",58
"2021-10-19",68
"2021-10-20",65
"2021-10-21",73
"2021-10-22",49
"2021-10-23",53
"2021-10-24",70
"2021-10-25",53
"2021-10-26",56
"2021-10-27",65
"2021-10-28",62
"2021-10-29",52
"2021-10-30",57
"2021-10-31",70
"2021-11-01",61
"2021-11-02",70
"2021-11-03",60
"2021-11-04",54
"2021-11-05",53
"2021-11-06",54
"2021-11-07",57
"2021-11-08",60
"2021-11-09",66
"2021-11-10",56
"2021-11-11",55
"2021-11-12",46
"2021-11-13",46
"2021-11-14",64
"2021-11-15",50
"2021-11-16",54
"2021-11-17",52
"2021-11-18",53
"2021-11-19",45
"2021-11-20",47
"2021-11-21",57
"2021-11-22",59
"2021-11-23",54
"2021-11-24",60
"2021-11-25",69
"2021-11-26",56
"2021-11-27",50
"2021-11-28",62
"2021-11-29",64
"2021-11-30",72
"2021-12-01",61
"2021-12-02",77
"2021-12-03",58
"2021-12-04",65
"2021-12-05",82
"2021-12-06",69
"2021-12-07",71
"2021-12-08",65
"2021-12-09",68
"2021-12-10",69
"2021-12-11",80
"2021-12-12",86
"2021-12-13",88
"2021-12-14",79
"2021-12-15",91
"2021-12-16",83
"2021-12-17",74
"2021-12-18",68
"2021-12-19",75
"2021-12-20",88
"2021-12-21",72
"2021-12-22",66
"2021-12-23",71
"2021-12-24",60
"2021-12-25",69
"2021-12-26",63
"2021-12-27",65
"2021-12-28",64
"2021-12-29",76
"2021-12-30",60
"2021-12-31",58
"2022-01-01",56
